code,description,procedure_type_id
"880","ANESTHESIA FOR PROCEDURES ON MAJOR LOWER ABDOMINAL VESSELS; NOT OTHERWISE SPECIFIED",1
"882","ANESTHESIA FOR PROCEDURES ON MAJOR LOWER ABDOMINAL VESSELS; INFERIOR VENA CAVA LIGATION",1
"902","ANESTHESIA FOR; ANORECTAL PROCEDURE",1
"904","ANESTHESIA FOR; RADICAL PERINEAL PROCEDURE",1
"906","ANESTHESIA FOR; VULVECTOMY",1
"908","ANESTHESIA FOR; PERINEAL PROSTATECTOMY",1
"910","ANESTHESIA FOR TRANSURETHRAL PROCEDURES (INCLUDING URETHROCYSTOSCOPY); NOT OTHERWISE SPECIFIED",1
"912","ANESTHESIA FOR TRANSURETHRAL PROCEDURES (INCLUDING URETHROCYSTOSCOPY); TRANSURETHRAL RESECTION OF BLADDER TUMOR(S)",1
"914","ANESTHESIA FOR TRANSURETHRAL PROCEDURES (INCLUDING URETHROCYSTOSCOPY); TRANSURETHRAL RESECTION OF PROSTATE",1
"916","ANESTHESIA FOR TRANSURETHRAL PROCEDURES (INCLUDING URETHROCYSTOSCOPY); POST-TRANSURETHRAL RESECTION BLEEDING",1
"918","ANESTHESIA FOR TRANSURETHRAL PROCEDURES (INCLUDING URETHROCYSTOSCOPY); WITH FRAGMENTATION, MANIPULATION AND/OR REMOVAL OF URETERAL CALCULUS",1
"920","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); NOT OTHERWISE SPECIFIED",1
"921","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); VASECTOMY, UNILATERAL OR BILATERAL",1
"922","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); SEMINAL VESICLES",1
"924","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); UNDESCENDED TESTIS, UNILATERAL OR BILATERAL",1
"926","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); RADICAL ORCHIECTOMY, INGUINAL",1
"928","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); RADICAL ORCHIECTOMY, ABDOMINAL",1
"930","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); ORCHIOPEXY, UNILATERAL OR BILATERAL",1
"932","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); COMPLETE AMPUTATION OF PENIS",1
"934","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); RADICAL AMPUTATION OF PENIS WITH BILATERAL INGUINAL LYMPHADENECTOMY",1
"936","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); RADICAL AMPUTATION OF PENIS WITH BILATERAL INGUINAL AND ILIAC LYMPHADENECTOMY",1
"938","ANESTHESIA FOR PROCEDURES ON MALE GENITALIA (INCLUDING OPEN URETHRAL PROCEDURES); INSERTION OF PENILE PROSTHESIS (PERINEAL APPROACH)",1
"940","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); NOT OTHERWISE SPECIFIED",1
"942","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); COLPOTOMY, VAGINECTOMY, COLPORRHAPHY, AND OPEN URETHRAL PROCEDURES",1
"944","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); VAGINAL HYSTERECTOMY",1
"948","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); CERVICAL CERCLAGE",1
"950","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); CULDOSCOPY",1
"952","ANESTHESIA FOR VAGINAL PROCEDURES (INCLUDING BIOPSY OF LABIA, VAGINA, CERVIX OR ENDOMETRIUM); HYSTEROSCOPY AND/OR HYSTEROSALPINGOGRAPHY",1
"1112","ANESTHESIA FOR BONE MARROW ASPIRATION AND/OR BIOPSY, ANTERIOR OR POSTERIOR ILIAC CREST",1
"1120","ANESTHESIA FOR PROCEDURES ON BONY PELVIS",1
"1130","ANESTHESIA FOR BODY CAST APPLICATION OR REVISION",1
"1140","ANESTHESIA FOR INTERPELVIABDOMINAL (HINDQUARTER) AMPUTATION",1
"1150","ANESTHESIA FOR RADICAL PROCEDURES FOR TUMOR OF PELVIS, EXCEPT HINDQUARTER AMPUTATION",1
"1160","ANESTHESIA FOR CLOSED PROCEDURES INVOLVING SYMPHYSIS PUBIS OR SACROILIAC JOINT",1
"1170","ANESTHESIA FOR OPEN PROCEDURES INVOLVING SYMPHYSIS PUBIS OR SACROILIAC JOINT",1
"1173","ANESTHESIA FOR OPEN REPAIR OF FRACTURE DISRUPTION OF PELVIS OR COLUMN FRACTURE INVOLVING ACETABULUM",1
"1200","ANESTHESIA FOR ALL CLOSED PROCEDURES INVOLVING HIP JOINT",1
"1202","ANESTHESIA FOR ARTHROSCOPIC PROCEDURES OF HIP JOINT",1
"1210","ANESTHESIA FOR OPEN PROCEDURES INVOLVING HIP JOINT; NOT OTHERWISE SPECIFIED",1
"1212","ANESTHESIA FOR OPEN PROCEDURES INVOLVING HIP JOINT; HIP DISARTICULATION",1
"1214","ANESTHESIA FOR OPEN PROCEDURES INVOLVING HIP JOINT; TOTAL HIP ARTHROPLASTY",1
"1215","ANESTHESIA FOR OPEN PROCEDURES INVOLVING HIP JOINT; REVISION OF TOTAL HIP ARTHROPLASTY",1
"1220","ANESTHESIA FOR ALL CLOSED PROCEDURES INVOLVING UPPER TWO-THIRDS OF FEMUR",1
"1230","ANESTHESIA FOR OPEN PROCEDURES INVOLVING UPPER TWO-THIRDS OF FEMUR; NOT OTHERWISE SPECIFIED",1
"1232","ANESTHESIA FOR OPEN PROCEDURES INVOLVING UPPER TWO-THIRDS OF FEMUR; AMPUTATION",1
"1234","ANESTHESIA FOR OPEN PROCEDURES INVOLVING UPPER TWO-THIRDS OF FEMUR; RADICAL RESECTION",1
"1250","ANESTHESIA FOR ALL PROCEDURES ON NERVES, MUSCLES, TENDONS, FASCIA, AND BURSAE OF UPPER LEG",1
"1260","ANESTHESIA FOR ALL PROCEDURES INVOLVING VEINS OF UPPER LEG, INCLUDING EXPLORATION",1
"1270","ANESTHESIA FOR PROCEDURES INVOLVING ARTERIES OF UPPER LEG, INCLUDING BYPASS GRAFT; NOT OTHERWISE SPECIFIED",1
"1272","ANESTHESIA FOR PROCEDURES INVOLVING ARTERIES OF UPPER LEG, INCLUDING BYPASS GRAFT; FEMORAL ARTERY LIGATION",1
"1274","ANESTHESIA FOR PROCEDURES INVOLVING ARTERIES OF UPPER LEG, INCLUDING BYPASS GRAFT; FEMORAL ARTERY EMBOLECTOMY",1
"1320","ANESTHESIA FOR ALL PROCEDURES ON NERVES, MUSCLES, TENDONS, FASCIA, AND BURSAE OF KNEE AND/OR POPLITEAL AREA",1
"1340","ANESTHESIA FOR ALL CLOSED PROCEDURES ON LOWER ONE-THIRD OF FEMUR",1
"1360","ANESTHESIA FOR ALL OPEN PROCEDURES ON LOWER ONE-THIRD OF FEMUR",1
"1380","ANESTHESIA FOR ALL CLOSED PROCEDURES ON KNEE JOINT",1
"1382","ANESTHESIA FOR DIAGNOSTIC ARTHROSCOPIC PROCEDURES OF KNEE JOINT",1
"1390","ANESTHESIA FOR ALL CLOSED PROCEDURES ON UPPER ENDS OF TIBIA, FIBULA, AND/OR PATELLA",1
"1392","ANESTHESIA FOR ALL OPEN PROCEDURES ON UPPER ENDS OF TIBIA, FIBULA, AND/OR PATELLA",1
"1400","ANESTHESIA FOR OPEN OR SURGICAL ARTHROSCOPIC PROCEDURES ON KNEE JOINT; NOT OTHERWISE SPECIFIED",1
"1402","ANESTHESIA FOR OPEN OR SURGICAL ARTHROSCOPIC PROCEDURES ON KNEE JOINT; TOTAL KNEE ARTHROPLASTY",1
"1404","ANESTHESIA FOR OPEN OR SURGICAL ARTHROSCOPIC PROCEDURES ON KNEE JOINT; DISARTICULATION AT KNEE",1
"1420","ANESTHESIA FOR ALL CAST APPLICATIONS, REMOVAL, OR REPAIR INVOLVING KNEE JOINT",1
"1430","ANESTHESIA FOR PROCEDURES ON VEINS OF KNEE AND POPLITEAL AREA; NOT OTHERWISE SPECIFIED",1
"1432","ANESTHESIA FOR PROCEDURES ON VEINS OF KNEE AND POPLITEAL AREA; ARTERIOVENOUS FISTULA",1
"1440","ANESTHESIA FOR PROCEDURES ON ARTERIES OF KNEE AND POPLITEAL AREA; NOT OTHERWISE SPECIFIED",1
"1442","ANESTHESIA FOR PROCEDURES ON ARTERIES OF KNEE AND POPLITEAL AREA; POPLITEAL THROMBOENDARTERECTOMY, WITH OR WITHOUT PATCH GRAFT",1
"1444","ANESTHESIA FOR PROCEDURES ON ARTERIES OF KNEE AND POPLITEAL AREA; POPLITEAL EXCISION AND GRAFT OR REPAIR FOR OCCLUSION OR ANEURYSM",1
"1462","ANESTHESIA FOR ALL CLOSED PROCEDURES ON LOWER LEG, ANKLE, AND FOOT",1
"1464","ANESTHESIA FOR ARTHROSCOPIC PROCEDURES OF ANKLE AND/OR FOOT",1
"1470","ANESTHESIA FOR PROCEDURES ON NERVES, MUSCLES, TENDONS, AND FASCIA OF LOWER LEG, ANKLE, AND FOOT; NOT OTHERWISE SPECIFIED",1
