code,description,procedure_type_id
"01200020302115","Ampicillin Sodium For Inj 500 MG",21
"01200020302120","Ampicillin Sodium For Inj 1 GM",21
"01200020302122","Ampicillin Sodium For IV Soln 1 GM",21
"01200020302125","Ampicillin Sodium For Inj 2 GM",21
"01200020302127","Ampicillin Sodium For IV Soln 2 GM",21
"01200020302130","Ampicillin Sodium For Inj 10 GM",21
"01200020302132","Ampicillin Sodium For IV Soln 10 GM",21
"0130","*Penicillinase-Resistant Penicillins**",
"013000","*Penicillinase-Resistant Penicillins***",
"01300020","Dicloxacillin",
"0130002010","Dicloxacillin Sodium",
"013000201001","Dicloxacillin Sodium Capsule",
"01300020100110","Dicloxacillin Sodium Cap 250 MG",21
"01300020100115","Dicloxacillin Sodium Cap 500 MG",21
"01300040","Nafcillin",
"0130004010","Nafcillin Sodium",
"013000401021","Nafcillin Sodium Reconstituted Solution",
"01300040102105","Nafcillin Sodium For Inj 1 GM",21
"01300040102107","Nafcillin Sodium For IV Soln 1 GM",21
"01300040102115","Nafcillin Sodium For Inj 2 GM",21
"01300040102118","Nafcillin Sodium For IV Soln 2 GM",21
"01300040102127","Nafcillin Sodium For IV Soln 10 GM",21
"0130004011","Nafcillin Sodium in Dextrose",
"013000401120","Nafcillin Sodium in Dextrose Solution",
"01300040112020","Nafcillin Sodium in Dextrose Inj 1 GM/50ML",21
"01300040112025","Nafcillin Sodium in Dextrose Inj 2 GM/100ML",21
"01300050","Oxacillin",
"0130005010","Oxacillin Sodium",
"013000501021","Oxacillin Sodium Reconstituted Solution",
"01300050102115","Oxacillin Sodium For Inj 1 GM (Base Equivalent)",21
"01300050102120","Oxacillin Sodium For Inj 2 GM (Base Equivalent)",21
"01300050102130","Oxacillin Sodium For Inj 10 GM (Base Equivalent)",21
"0130005011","Oxacillin Sodium in Dextrose",
"013000501120","Oxacillin Sodium in Dextrose Solution",
"01300050112020","Oxacillin Sodium in Dextrose Inj 1 GM/50ML",21
"01300050112030","Oxacillin Sodium in Dextrose Inj 2 GM/50ML",21
"0199","*Penicillin Combinations**",
"019900","*Penicillin Combinations***",
"01990002","Penicillin Combination - Two Ingredient",
"0199000210","Penicillin G Benzathine & Procaine",
"019900021018","Penicillin G Benzathine & Procaine Suspension",
"01990002101825","Penicillin G Benzathine & Procaine Inj Susp 1200000 Unit/2ML",21
"01990002101850","Penicillin G Benzathine & Procaine Inj 900000-300000 Unt/2ML",21
"0199000220","Amoxicillin & Pot Clavulanate",
"019900022003","Amoxicillin & Pot Clavulanate Tablet",
"01990002200310","Amoxicillin & K Clavulanate Tab 250-125 MG",21
"01990002200320","Amoxicillin & K Clavulanate Tab 500-125 MG",21
"01990002200340","Amoxicillin & K Clavulanate Tab 875-125 MG",21
"019900022005","Amoxicillin & Pot Clavulanate Chewable Tablet",
"01990002200515","Amoxicillin & K Clavulanate Chew Tab 200-28.5 MG",21
"01990002200535","Amoxicillin & K Clavulanate Chew Tab 400-57 MG",21
"019900022019","Amoxicillin & Pot Clavulanate Reconstituted Suspension",
"01990002201910","Amoxicillin & K Clavulanate For Susp 125-31.25 MG/5ML",21
"01990002201915","Amoxicillin & K Clavulanate For Susp 200-28.5 MG/5ML",21
"01990002201920","Amoxicillin & K Clavulanate For Susp 250-62.5 MG/5ML",21
"01990002201935","Amoxicillin & K Clavulanate For Susp 400-57 MG/5ML",21
"01990002201960","Amoxicillin & K Clavulanate For Susp 600-42.9 MG/5ML",21
"019900022074","Amoxicillin & K Clavulanate Tablet Extended Release 12 Hour",
"01990002207420","Amoxicillin & K Clavulanate Tab ER 12HR 1000-62.5 MG",21
"0199000225","Ampicillin & Sulbactam Sodium",
"019900022521","Ampicillin & Sulbactam Sodium Reconstituted Solution",
"01990002252110","Ampicillin & Sulbactam Sodium For Inj 1.5 (1-0.5) GM",21
"01990002252112","Ampicillin & Sulbactam Sodium For IV Soln 1.5 (1-0.5) GM",21
"01990002252120","Ampicillin & Sulbactam Sodium For Inj 3 (2-1) GM",21
"01990002252122","Ampicillin & Sulbactam Sodium For IV Soln 3 (2-1) GM",21
"01990002252150","Ampicillin & Sulbactam Sodium For Inj 15 (10-5) GM",21
"01990002252152","Ampicillin & Sulbactam Sodium For IV Soln 15 (10-5) GM",21
"0199000230","Ticarcillin & Pot Clavulanate",
"019900023020","Ticarcillin & Pot Clavulanate Solution",
"01990002302020","Ticarcillin & K Clavulanate Inj 3.1 GM/100ML",21
"019900023021","Ticarcillin & Pot Clavulanate Reconstituted Solution",
"01990002302110","Ticarcillin & K Clavulanate For Inj 3.1 GM",21
"01990002302130","Ticarcillin & K Clavulanate For Inj 31 GM",21
"0199000270","Piperacillin Sodium-Tazobactam Sodium",
"019900027021","Piperacillin Sodium-Tazobactam Sodium Reconstituted Solution",
"01990002702120","Piperacillin Sod-Tazobactam Sod For Inj 2.25 GM (2-0.25 GM)",21
"01990002702130","Piperacillin Sod-Tazobactam Na For Inj 3.375 GM (3-0.375 GM)",21
"01990002702140","Piperacillin Sod-Tazobactam Sod For Inj 4.5 GM (4-0.5 GM)",21
"01990002702150","Piperacillin Sod-Tazobactam Sod For Inj 13.5 GM (12-1.5 GM)",21
"01990002702170","Piperacillin Sod-Tazobactam Sod For Inj 40.5 GM (36-4.5 GM)",21
"0199000272","Piperacillin Sodium-Tazobactam Sodium in Dextrose",
"019900027220","Piperacillin Sodium-Tazobactam Sodium in Dextrose Solution",
"01990002722020","Piperacillin Sod-Tazobactam Sod in Dex IV Soln 2-0.25GM/50ML",21
"01990002722025","Piperacillin Sod-Tazobactam Sod in Dex IV Soln 4-0.5GM/100ML",21
"01990002722030","Piperacillin Sod-Tazobactam Sod in Dex IV Sol 3-0.375GM/50ML",21
"02","*CEPHALOSPORINS*",
"0210","*Cephalosporins - 1st Generation**",
"021000","*Cephalosporins - 1st Generation***",
"02100010","Cefadroxil",
"0210001000","Cefadroxil",
"021000100001","Cefadroxil Capsule",
"02100010000105","Cefadroxil Cap 500 MG",21
"021000100003","Cefadroxil Tablet",
"02100010000305","Cefadroxil Tab 1 GM",21
"021000100019","Cefadroxil Reconstituted Suspension",
"02100010001910","Cefadroxil For Susp 250 MG/5ML",21
"02100010001915","Cefadroxil For Susp 500 MG/5ML",21
"02100015","Cefazolin",
"0210001510","Cefazolin Sodium",
"021000151021","Cefazolin Sodium Reconstituted Solution",
"02100015102110","Cefazolin Sodium For Inj 500 MG",21
"02100015102115","Cefazolin Sodium For Inj 1 GM",21
"02100015102117","Cefazolin Sodium For IV Soln 1 GM",21
"02100015102125","Cefazolin Sodium For Inj 10 GM",21
"02100015102140","Cefazolin Sodium For Inj 20 GM",21
"02100015102180","Cefazolin Sodium (Bulk) For Inj 100 GM",21
"02100015102190","Cefazolin Sodium (Bulk) For Inj 300 GM",21
"0210001510E5","Cefazolin Sodium Solution Prefilled Syringe",
"0210001510E520","Cefazolin Sodium IV Soln Pref Syringe 1 GM/10ML",21
"0210001510E530","Cefazolin Sodium IV Soln Pref Syringe 2 GM/20ML",21
"0210001510E540","Cefazolin Sodium IV Soln Pref Syringe 3 GM/20ML",21
"0210001512","Cefazolin Sodium in Sodium Chloride",
"021000151220","Cefazolin Sodium in Sodium Chloride Solution",
"02100015122020","Cefazolin Sodium in Sodium Chloride 0.9% IV Soln 2 GM/50ML",21
"02100015122025","Cefazolin Sodium in Sodium Chloride 0.9% IV Soln 2 GM/100ML",21
"02100015122030","Cefazolin Sodium in Sodium Chloride 0.9% IV Soln 3 GM/100ML",21
"0210001512E5","Cefazolin Sodium in Sodium Chloride Soln Prefilled Syringe",
"0210001512E515","Cefazolin Sod in NaCl 0.9% IV Soln Pref Syringe 1 GM/10ML",21
"0210001512E520","Cefazolin Sod in NaCl 0.9% IV Soln Pref Syringe 2 GM/10ML",21
"0210001513","Cefazolin Sodium and Dextrose",
"021000151320","Cefazolin Sodium-Dextrose Solution",
"02100015132010","Cefazolin Sodium-Dextrose IV Solution 1 GM/50ML-4%",21
"02100015132020","Cefazolin Sodium-Dextrose IV Solution 2 GM/50ML-5%",21
"02100015132030","Cefazolin Sodium-Dextrose IV Solution 2 GM/100ML-4%",21
"02100015132040","Cefazolin Sodium-Dextrose IV Solution 2 GM/100ML-5%",21
"02100015132050","Cefazolin Sodium-Dextrose IV Solution 3 GM/100ML-5%",21
"021000151321","Cefazolin Sodium and Dextrose Reconstituted Solution",
"02100015132120","Cefazolin Sodium for IV Soln 1 GM and Dextrose 4%",21
"02100015132130","Cefazolin Sodium for IV Soln 2 GM and Dextrose 3%",21
"02100020","Cephalexin",
"0210002000","Cephalexin",
"021000200001","Cephalexin Capsule",
"02100020000105","Cephalexin Cap 250 MG",21
"02100020000107","Cephalexin Cap 333 MG",21
"02100020000110","Cephalexin Cap 500 MG",21
"02100020000120","Cephalexin Cap 750 MG",21
"021000200003","Cephalexin Tablet",
"02100020000310","Cephalexin Tab 250 MG",21
"02100020000315","Cephalexin Tab 500 MG",21
"021000200019","Cephalexin Reconstituted Suspension",
"02100020001910","Cephalexin For Susp 125 MG/5ML",21
"02100020001915","Cephalexin For Susp 250 MG/5ML",21
"0220","*Cephalosporins - 2nd Generation**",
"022000","*Cephalosporins - 2nd Generation***",
"02200040","Cefaclor",
"0220004000","Cefaclor",
"022000400001","Cefaclor Capsule",
"02200040000105","Cefaclor Cap 250 MG",21
"02200040000110","Cefaclor Cap 500 MG",21
"022000400019","Cefaclor Reconstituted Suspension",
"02200040001905","Cefaclor For Susp 125 MG/5ML",21
"02200040001910","Cefaclor For Susp 250 MG/5ML",21
"02200040001915","Cefaclor For Susp 375 MG/5ML",21
"0220004010","Cefaclor Monohydrate",
"022000401074","Cefaclor Monohydrate Tablet Extended Release 12 Hour",
"02200040107430","Cefaclor Monohydrate Tab ER 12HR 500 MG",21
"02200057","Cefotetan",
"0220005710","Cefotetan Disodium",
"022000571021","Cefotetan Disodium Reconstituted Solution",
"02200057102110","Cefotetan Disodium For Inj 1 GM",21
"02200057102120","Cefotetan Disodium For Inj 2 GM",21
"02200057102150","Cefotetan Disodium For Inj 10 GM",21
"0220005712","Cefotetan Disodium and Dextrose",
"022000571221","Cefotetan Disodium and Dextrose Reconstituted Solution",
"02200057122120","Cefotetan Disodium for IV Soln 1 GM and Dextrose 3.58%",21
"02200057122130","Cefotetan Disodium for IV Soln 2 GM and Dextrose 2.08%",21
"02200060","Cefoxitin",
"0220006010","Cefoxitin Sodium",
"022000601021","Cefoxitin Sodium Reconstituted Solution",
"02200060102105","Cefoxitin Sodium For IV Soln 1 GM",21
"02200060102110","Cefoxitin Sodium For IV Soln 2 GM",21
"02200060102115","Cefoxitin Sodium For Inj 10 GM",21
"0220006014","Cefoxitin Sodium and Dextrose",
"022000601421","Cefoxitin Sodium and Dextrose Reconstituted Solution",
"02200060142110","Cefoxitin Sodium IV For Soln 1 GM and Dextrose 4%",21
"02200060142120","Cefoxitin Sodium IV For Soln 2 GM and Dextrose 2.2%",21
"02200062","Cefprozil",
"0220006200","Cefprozil",
"022000620003","Cefprozil Tablet",
"02200062000320","Cefprozil Tab 250 MG",21
"02200062000330","Cefprozil Tab 500 MG",21
"022000620019","Cefprozil Reconstituted Suspension",
"02200062001910","Cefprozil For Susp 125 MG/5ML",21
"02200062001920","Cefprozil For Susp 250 MG/5ML",21
"02200065","Cefuroxime",
"0220006505","Cefuroxime Axetil",
"022000650503","Cefuroxime Axetil Tablet",
"02200065050310","Cefuroxime Axetil Tab 250 MG",21
"02200065050315","Cefuroxime Axetil Tab 500 MG",21
"022000650519","Cefuroxime Axetil Reconstituted Suspension",
"02200065051910","Cefuroxime Axetil For Susp 125 MG/5ML",21
"02200065051920","Cefuroxime Axetil For Susp 250 MG/5ML",21
"0220006510","Cefuroxime Sodium",
"022000651021","Cefuroxime Sodium Reconstituted Solution",
"02200065102105","Cefuroxime Sodium For Inj 750 MG",21
"02200065102107","Cefuroxime Sodium For IV Soln 750 MG",21
"02200065102110","Cefuroxime Sodium For Inj 1.5 GM",21
"02200065102115","Cefuroxime Sodium For IV Soln 1.5 GM",21
"02200065102140","Cefuroxime Sodium For Inj 7.5 GM",21
"02200065102142","Cefuroxime Sodium For IV Soln 7.5 GM",21
"02200065102180","Cefuroxime Sodium (Bulk) For Inj 75 GM",21
"02200065102190","Cefuroxime Sodium (Bulk) For Inj 225 GM",21
"0220006512","Cefuroxime in Sterile Water",
"022000651220","Cefuroxime in Sterile Water Solution",
"02200065122010","Cefuroxime in Sterile Water Inj 1.5 GM/50ML",21
"0220006513","Cefuroxime Sodium and Dextrose",
"022000651321","Cefuroxime Sodium and Dextrose Reconstituted Solution",
"02200065132130","Cefuroxime Sodium 1.5 GM and Dextrose 2.9% For IV Soln",21
"0230","*Cephalosporins - 3rd Generation**",
"023000","*Cephalosporins - 3rd Generation***",
"02300040","Cefdinir",
"0230004000","Cefdinir",
"023000400001","Cefdinir Capsule",
"02300040000120","Cefdinir Cap 300 MG",21
"023000400019","Cefdinir Reconstituted Suspension",
"02300040001920","Cefdinir For Susp 125 MG/5ML",21
"02300040001930","Cefdinir For Susp 250 MG/5ML",21
"02300045","Cefditoren",
"0230004520","Cefditoren Pivoxil",
"023000452003","Cefditoren Pivoxil Tablet",
"02300045200320","Cefditoren Pivoxil Tab 200 MG (Base Equivalent)",21
"02300045200340","Cefditoren Pivoxil Tab 400 MG (Base Equivalent)",21
"02300060","Cefixime",
"0230006000","Cefixime",
"023000600001","Cefixime Capsule",
"02300060000120","Cefixime Cap 400 MG",21
"023000600005","Cefixime Chewable Tablet",
"02300060000510","Cefixime Chew Tab 100 MG",21
"02300060000530","Cefixime Chew Tab 200 MG",21
"023000600019","Cefixime Reconstituted Suspension",
"02300060001910","Cefixime For Susp 100 MG/5ML",21
"02300060001920","Cefixime For Susp 200 MG/5ML",21
"02300060001930","Cefixime For Susp 500 MG/5ML",21
"02300065","Cefpodoxime",
"0230006510","Cefpodoxime Proxetil",
"023000651003","Cefpodoxime Proxetil Tablet",
"02300065100320","Cefpodoxime Proxetil Tab 100 MG",21
"02300065100330","Cefpodoxime Proxetil Tab 200 MG",21
"023000651019","Cefpodoxime Proxetil Reconstituted Suspension",
"02300065101920","Cefpodoxime Proxetil For Susp 50 MG/5ML",21
"02300065101930","Cefpodoxime Proxetil For Susp 100 MG/5ML",21
"02300075","Cefotaxime",
"0230007510","Cefotaxime Sodium",
"023000751021","Cefotaxime Sodium Reconstituted Solution",
"02300075102103","Cefotaxime Sodium For Inj 500 MG",21
"02300075102105","Cefotaxime Sodium For Inj 1 GM",21
"02300075102107","Cefotaxime Sodium For IV Soln 1 GM",21
"02300075102110","Cefotaxime Sodium For Inj 2 GM",21
"02300075102112","Cefotaxime Sodium For IV Soln 2 GM",21
"02300075102115","Cefotaxime Sodium For Inj 10 GM",21
"0230007511","Cefotaxime Sodium in D5W",
"023000751120","Cefotaxime Sodium in D5W Solution",
"02300075112010","Cefotaxime Sodium in D5W IV Soln 1 GM/50ML",21
"02300075112020","Cefotaxime Sodium in D5W IV Soln 2 GM/50ML",21
"02300080","Ceftazidime",
"0230008000","Ceftazidime",
"023000800021","Ceftazidime Reconstituted Solution",
"02300080002105","Ceftazidime For Inj 500 MG",21
"02300080002110","Ceftazidime For Inj 1 GM",21
"02300080002112","Ceftazidime For IV Soln 1 GM",21
"02300080002115","Ceftazidime For Inj 2 GM",21
"02300080002117","Ceftazidime For IV Soln 2 GM",21
"02300080002120","Ceftazidime For Inj 6 GM",21
"0230008011","Ceftazidime Sodium in D5W",
"023000801120","Ceftazidime Sodium in D5W Solution",
"02300080112010","Ceftazidime Sodium in D5W Inj 1 GM/50ML",21
"02300080112020","Ceftazidime Sodium in D5W Inj 2 GM/50ML",21
"0230008012","Ceftazidime Sodium in Dextrose",
"023000801220","Ceftazidime Sodium in Dextrose Solution",
"02300080122010","Ceftazidime Sodium in Dextrose Inj 1 GM/50ML",21
"0230008014","Ceftazidime and Dextrose",
"023000801421","Ceftazidime and Dextrose Reconstituted Solution",
"02300080142110","Ceftazidime For IV Soln 1 GM/50ML and Dextrose 5%",21
"02300080142120","Ceftazidime For IV Soln 2 GM/50ML and Dextrose 5%",21
"02300083","Ceftibuten",
"0230008300","Ceftibuten",
"023000830001","Ceftibuten Capsule",
"02300083000120","Ceftibuten Cap 400 MG",21
"023000830019","Ceftibuten Reconstituted Suspension",
"02300083001940","Ceftibuten For Susp 180 MG/5ML",21
"02300090","Ceftriaxone",
"0230009010","Ceftriaxone Sodium",
"023000901021","Ceftriaxone Sodium Reconstituted Solution",
"02300090102105","Ceftriaxone Sodium For Inj 250 MG",21
"02300090102110","Ceftriaxone Sodium For Inj 500 MG",21
"02300090102115","Ceftriaxone Sodium For Inj 1 GM",21
"02300090102117","Ceftriaxone Sodium For IV Soln 1 GM",21
"02300090102120","Ceftriaxone Sodium For Inj 2 GM",21
"02300090102122","Ceftriaxone Sodium For IV Soln 2 GM",21
"02300090102125","Ceftriaxone Sodium For Inj 10 GM",21
"02300090102180","Ceftriaxone Sodium (Bulk) For Inj 100 GM",21
"0230009011","Ceftriaxone Sodium in Dextrose",
"023000901120","Ceftriaxone Sodium in Dextrose Solution",
"02300090112015","Ceftriaxone Sodium in Dextrose Inj 20 MG/ML",21
"02300090112020","Ceftriaxone Sodium in Dextrose Inj 40 MG/ML",21
"0230009013","Ceftriaxone Sodium and Dextrose",
"023000901321","Ceftriaxone Sodium and Dextrose Reconstituted Solution",
"02300090132120","Ceftriaxone Sodium for IV Soln 1 GM and Dextrose 3.74%",21
"02300090132130","Ceftriaxone Sodium for IV Soln 2 GM and Dextrose 2.22%",21
"0230009014","Ceftriaxone Sodium and Sodium Chloride",
"023000901464","Ceftriaxone Sodium and Sodium Chloride Kit",
"02300090146430","Ceftriaxone Sodium for Inj 2 GM and NaCl 0.9% Kit",21
"0230009015","Ceftriaxone Sodium & Lidocaine-Prilocaine",
"023000901564","Ceftriaxone Sodium & Lidocaine-Prilocaine Kit",
"02300090156420","*Ceftriaxone for Inj 2 GM & Lido-Prilo Cr 2.5-2.5% Kit***",21
"0240","*Cephalosporins - 4th Generation**",
"024000","*Cephalosporins - 4th Generation***",
"02400040","Cefepime",
"0240004010","Cefepime HCl",
"024000401020","Cefepime HCl Solution",
"02400040102022","Cefepime HCl IV Soln 1 GM/50ML",21
"02400040102024","Cefepime HCl IV Soln 2 GM/100ML",21
"024000401021","Cefepime HCl Reconstituted Solution",
"02400040102110","Cefepime HCl For Inj 1 GM",21
"02400040102112","Cefepime HCl For IV Soln 1 GM",21
"02400040102120","Cefepime HCl For Inj 2 GM",21
"02400040102122","Cefepime HCl For IV Soln 2 GM",21
"0240004012","Cefepime HCl and Dextrose",
"024000401221","Cefepime HCl and Dextrose Reconstituted Solution",
"02400040122110","Cefepime HCl and Dextrose 5% For IV Soln 1 GM/50ML",21
"02400040122120","Cefepime HCl and Dextrose 5% For IV Soln 2 GM/50ML",21
"0250","*Cephalosporins - 5th Generation**",
"025000","*Cephalosporins - 5th Generation***",
"02500030","Ceftaroline",
"0250003010","Ceftaroline Fosamil",
"025000301021","Ceftaroline Fosamil Reconstituted Solution",
"02500030102120","Ceftaroline Fosamil for IV Soln 400 MG",21
"02500030102130","Ceftaroline Fosamil for IV Soln 600 MG",21
"0299","*Cephalosporin Combinations**",
"029900","*Cephalosporin Combinations***",
"02990002","Cephalosporin Combination - Two Ingredient",
"0299000233","Ceftazidime-Avibactam Sodium",
"029900023321","Ceftazidime-Avibactam Sodium Reconstituted Solution",
"02990002332120","Ceftazidime-Avibactam Sodium For IV Soln 2.5 GM (2-0.5 GM)",21
"0299000235","Ceftolozane Sulfate-Tazobactam Sodium",
"029900023521","Ceftolozane Sulfate-Tazobactam Sodium Reconstituted Solution",
"02990002352120","Ceftolozane-Tazobactam For Inj 1.5 GM (1-0.5 GM)",21
"03","*MACROLIDES*",
"0310","*Erythromycins**",
"031000","*Erythromycins***",
"03100005","Erythromycin Base",
"0310000500","Erythromycin Base",
"031000050003","Erythromycin Base Tablet",
"03100005000305","Erythromycin Tab 250 MG",21
"03100005000310","Erythromycin Tab 500 MG",21
"031000050006","Erythromycin Base Tablet Delayed Release",
"03100005000605","Erythromycin Tab Delayed Release 250 MG",21
"03100005000610","Erythromycin Tab Delayed Release 333 MG",21
"03100005000615","Erythromycin Tab Delayed Release 500 MG",21
"031000050029","Erythromycin Base Powder",
"03100005002900","Erythromycin Powder",21
"031000050067","Erythromycin Base Capsule Delayed Release Particles",
"03100005006720","Erythromycin w/ Delayed Release Particles Cap 250 MG",21
"03100006","Erythromycin Base (Coated)",
"0310000600","Erythromycin Base (Coated)",
"031000060006","Erythromycin Base (Coated) Tablet Delayed Release",
"03100006000605","Erythromycin w/ Enteric Coated Particles Tab 333 MG",21
"03100006000610","Erythromycin w/ Enteric Coated Particles Tab 500 MG",21
"03100010","Erythromycin Stearate",
"0310001010","Erythromycin Stearate",
"031000101003","Erythromycin Stearate Tablet",
"03100010100305","Erythromycin Stearate Tab 250 MG",21
"03100030","Erythromycin Ethylsuccinate",
"0310003030","Erythromycin Ethylsuccinate",
"031000303003","Erythromycin Ethylsuccinate Tablet",
"03100030300305","Erythromycin Ethylsuccinate Tab 400 MG",21
"031000303019","Erythromycin Ethylsuccinate Reconstituted Suspension",
"03100030301910","Erythromycin Ethylsuccinate For Susp 200 MG/5ML",21
"03100030301915","Erythromycin Ethylsuccinate For Susp 400 MG/5ML",21
"031000303029","Erythromycin Ethylsuccinate Powder",
"03100030302900","Erythromycin Ethylsuccinate Powder",21
"03100050","Erythromycin Lactobionate",
"0310005050","Erythromycin Lactobionate",
"031000505021","Erythromycin Lactobionate Reconstituted Solution",
"03100050502105","Erythromycin Lactobionate For Inj 500 MG",21
"0340","*Azithromycin**",
"034000","*Azithromycin***",
"03400010","Azithromycin",
"0340001000","Azithromycin",
"034000100003","Azithromycin Tablet",
"03400010000320","Azithromycin Tab 250 MG",21
"03400010000334","Azithromycin Tab 500 MG",21
"03400010000340","Azithromycin Tab 600 MG",21
"034000100019","Azithromycin Reconstituted Suspension",
"03400010001920","Azithromycin For Susp 100 MG/5ML",21
"03400010001930","Azithromycin For Susp 200 MG/5ML",21
"03400010001970","Azithromycin Extended Release For Oral Susp 2 GM",21
"034000100021","Azithromycin Reconstituted Solution",
"03400010002120","Azithromycin IV For Soln 500 MG",21
"034000100030","Azithromycin Packet",
"03400010003020","Azithromycin Powd Pack for Susp 1 GM",21
"0350","*Clarithromycin**",
"035000","*Clarithromycin***",
"03500010","Clarithromycin",
"0350001000","Clarithromycin",
"035000100003","Clarithromycin Tablet",
"03500010000310","Clarithromycin Tab 250 MG",21
"03500010000320","Clarithromycin Tab 500 MG",21
"035000100019","Clarithromycin Reconstituted Suspension",
"03500010001910","Clarithromycin For Susp 125 MG/5ML",21
"03500010001920","Clarithromycin For Susp 250 MG/5ML",21
"035000100075","Clarithromycin Tablet Extended Release 24 Hour",
"03500010007520","Clarithromycin Tab ER 24HR 500 MG",21
"0353","*Fidaxomicin**",
"035300","*Fidaxomicin***",
"03530025","Fidaxomicin",
"0353002500","Fidaxomicin",
"035300250003","Fidaxomicin Tablet",
"03530025000320","Fidaxomicin Tab 200 MG",21
"04","*TETRACYCLINES*",
"0400","*Tetracyclines**",
"040000","*Tetracyclines***",
"04000010","Demeclocycline",
"0400001010","Demeclocycline HCl",
"040000101003","Demeclocycline HCl Tablet",
"04000010100305","Demeclocycline HCl Tab 150 MG",21
"04000010100310","Demeclocycline HCl Tab 300 MG",21
"04000020","Doxycycline",
"0400002000","Doxycycline (Monohydrate)",
"040000200001","Doxycycline (Monohydrate) Capsule",
"04000020000105","Doxycycline Monohydrate Cap 50 MG",21
"04000020000107","Doxycycline Monohydrate Cap 75 MG",21
"04000020000110","Doxycycline Monohydrate Cap 100 MG",21
"04000020000115","Doxycycline Monohydrate Cap 150 MG",21
"040000200003","Doxycycline (Monohydrate) Tablet",
"04000020000305","Doxycycline Monohydrate Tab 50 MG",21
"04000020000307","Doxycycline Monohydrate Tab 75 MG",21
"04000020000310","Doxycycline Monohydrate Tab 100 MG",21
"04000020000315","Doxycycline Monohydrate Tab 150 MG",21
